,condition,word_label,word_score_pc,img,delay_frames_before,gender,duration_measured_img,key_t,ID,delay_frames_after,word_score_warriner,offset_img,duration_measured_word,rt,word,session,correct_resp,duration_frames,offset_word,response,no,scan day,age,onset_word,onset_img
240,faceWord_exp,neu,-1.2359142748082859,image_stim_n.png,182,male,0.70406305603683,5.3998787379823625,Jonaterminator,114,5.95,5.563118368969299,0.7001639269292355,0.11221287222261354,corn,5,0.0,42,1.7129617169266569,j,1,Tuesday,20,1.0127977899974212,4.859055312932469
241,faceWord_exp,neg,2.2468136409924253,image_stim_n.png,192,male,0.702454482903704,11.915870249969885,Jonaterminator,132,3.71,12.09629250690341,0.690944324946031,1.1046560679909547,ambulance,5,1.0,42,8.162931202910839,j,2,Tuesday,20,7.4719868779648095,11.393838023999706
242,faceWord_exp,neu,0.3309936143559913,image_stim_n.png,162,male,0.7041305929888041,18.14958938595373,Jonaterminator,162,5.11,18.429439737927172,0.6921391770010814,0.1692985775663925,newspaper,5,1.0,42,14.997287090984173,j,3,Tuesday,20,14.305147913983092,17.725309144938365
243,faceWord_exp,pos,-1.6872526925643307,image_stim_p.png,249,male,0.7040225960081443,26.54945633595344,Jonaterminator,136,7.51,26.729368184925992,0.6926790330326185,0.7608943387727971,cash,5,1.0,42,21.82937622594181,b,4,Tuesday,20,21.1366971929092,26.02534558891784
244,faceWord_exp,pos,-1.410303556989907,image_stim_p.png,95,male,0.7042278969893232,31.999242434976626,Jonaterminator,140,6.56,32.16290403797757,0.7409687120234594,1.0751187261893633,tea,5,1.0,42,29.74592978693545,b,5,Tuesday,20,29.00496107491199,31.45867614098825
245,faceWord_exp,pos,-1.211925852261804,image_stim_p.png,138,male,0.7039888750296086,38.015935709001496,Jonaterminator,126,6.41,38.262536149006344,0.690964485052973,0.11767475322535914,morning,5,1.0,42,35.22922682994977,b,6,Tuesday,20,34.538262344896786,37.55854727397673
246,faceWord_exp,pos,-1.1429809241505904,image_stim_p.png,156,male,0.7039172139484435,44.198991997982375,Jonaterminator,114,7.05,44.395863884943545,0.6928102079546079,0.8842961833870252,book,5,0.0,42,41.06247904791962,b,7,Tuesday,20,40.369668839965016,43.691946670995094
247,faceWord_exp,pos,-1.7441234463665167,image_stim_p.png,214,male,0.7018096100073308,50.965007582912214,Jonaterminator,138,7.05,51.29563714691904,0.6932448839070275,0.07235610225401222,cherry,5,1.0,42,46.995611719903536,b,8,Tuesday,20,46.3023668359965,50.593827536911704
248,faceWord_exp,pos,-2.1428059827362134,image_stim_p.png,175,male,0.7063449160195887,57.682066090987064,Jonaterminator,134,6.85,57.94664331793321,0.6944686219794676,1.2095361451672606,awe,5,1.0,42,54.29557539790403,b,9,Tuesday,20,53.601106775924556,57.240298401913606
249,faceWord_exp,neu,-0.32385553549685003,image_stim_n.png,95,male,0.6894427710212767,63.048948792973526,Jonaterminator,159,5.79,63.17902066896204,0.6938621449517086,0.002184526703680488,carrot,5,0.0,42,60.8788740899181,j,10,Tuesday,20,60.18501194496639,62.48957789794076
250,faceWord_exp,neg,0.5712560851538326,image_stim_n.png,127,male,0.7018348240526393,69.18237757694442,Jonaterminator,155,4.5,69.37871980399359,0.6908950579818338,0.7674175255486666,election,5,0.0,42,66.52823896391783,j,11,Tuesday,20,65.83734390593601,68.67688497994095
251,faceWord_exp,neu,-0.7502239645266248,image_stim_p.png,99,male,0.7031727579887956,74.84878580295482,Jonaterminator,186,5.28,75.04533213493414,0.6939765750430524,0.08226911246769797,ticket,5,0.0,42,72.6620550570078,b,12,Tuesday,20,71.96807848196477,74.34215937694535
252,faceWord_exp,neu,0.07992973296861662,image_stim_p.png,133,male,0.7052857849048451,81.98229611397255,Jonaterminator,163,5.38,81.79521937889513,0.6947610100032762,0.9956791339878663,clue,5,1.0,42,78.8455328019336,b,13,Tuesday,20,78.15077179193031,81.08993359399028
253,faceWord_exp,neu,-0.8220066925000616,image_stim_p.png,144,male,0.7046677489997819,88.04849497193935,Jonaterminator,207,5.58,88.34516266791617,0.6945263269590214,0.07715203213497418,dime,5,1.0,42,85.21190222294534,b,14,Tuesday,20,84.51737589598633,87.64049491891637
254,faceWord_exp,neg,3.693241029119933,image_stim_n.png,179,male,0.7050358139676973,95.94834139093292,Jonaterminator,188,2.58,96.21171275491359,0.6919113110052422,0.049373922514664215,jealousy,5,0.0,42,92.49510346993338,j,15,Tuesday,20,91.80319215892814,95.50667694094594
255,faceWord_exp,neu,0.002541127499528235,image_stim_n.png,197,male,0.7055675589945167,103.88190484594088,Jonaterminator,208,5.84,104.06164509896186,0.693747322075069,0.6702012645395755,umbrella,5,0.0,42,100.04495766398031,j,16,Tuesday,20,99.35121034190523,103.35607753996736
256,faceWord_exp,neu,-0.4963231956276321,image_stim_p.png,168,male,0.7057695600669831,111.5981490520062,Jonaterminator,187,5.95,111.76164485898336,0.6934783139731735,0.6279775963675982,hairbrush,5,1.0,42,108.22820948297158,b,17,Tuesday,20,107.53473116899842,111.05587529891636
257,faceWord_exp,neg,2.490397821352158,image_stim_n.png,118,male,0.702546555083245,118.0481968279928,Jonaterminator,164,3.7,118.27810871100522,0.6919393190182745,3.2596093900377348,mob,5,1.0,42,115.57816380797884,j,18,Tuesday,20,114.88622448896056,117.57556215592193
258,faceWord_exp,pos,-1.881628850758148,image_stim_p.png,129,male,0.7053810369689018,124.38142889796292,Jonaterminator,131,6.14,124.59466838790104,0.6935648890212178,1.2852209444326768,theater,5,0.0,42,121.71138367091773,b,19,Tuesday,20,121.0178187818965,123.88928735093214
