,condition,word_label,word_score_pc,img,delay_frames_before,gender,duration_measured_img,key_t,ID,delay_frames_after,word_score_warriner,offset_img,duration_measured_word,rt,word,session,correct_resp,duration_frames,offset_word,response,no,scan day,age,onset_word,onset_img
60,faceWord_exp,neg,3.473860906302724,image_stim_n.png,147,male,0.7031742610270157,5.2353619459318,Jonaterminator,81,2.29,4.9822068789508185,0.6996216720435768,0.2310287562022649,sick,2,1.0,42,1.7155957520008087,j,1,Tuesday,20,1.015974079957232,4.279032617923804
61,faceWord_exp,pos,-2.4114282062334524,image_stim_p.png,165,male,0.7031678640050814,10.318656603922138,Jonaterminator,192,6.48,10.515499449917117,0.691259752959013,0.07458031813373062,carnival,2,1.0,42,7.032216389896347,b,2,Tuesday,20,6.340956636937334,9.812331585912034
62,faceWord_exp,neg,3.42964517021054,image_stim_n.png,66,male,0.6883173920214176,15.918752192985265,Jonaterminator,194,2.53,16.232107172952965,0.6916863010264933,0.7595962395448961,angry,2,0.0,42,14.415400609956125,j,3,Tuesday,20,13.723714308929631,15.543789780931547
63,faceWord_exp,neg,3.2228935441004514,image_stim_n.png,156,male,0.6889860020019114,23.252188154961914,Jonaterminator,129,2.95,23.481975993956443,0.6920675460714847,0.07363235071998861,perjury,2,0.0,42,20.165324714966122,j,4,Tuesday,20,19.473257168894637,22.79298999195453
64,faceWord_exp,pos,-1.3695211950901562,image_stim_p.png,153,male,0.7024079989641905,29.385350437951274,Jonaterminator,116,7.59,29.6152738298988,0.6907375149894506,0.15213884515542203,tree,2,1.0,42,26.331931223976426,b,5,Tuesday,20,25.641193708986968,28.91286583093461
65,faceWord_exp,neu,0.650019808676411,image_stim_p.png,215,male,0.7042974680662155,36.28532475896645,Jonaterminator,73,5.19,36.565149054978974,0.6914849600289017,0.01022856083479601,highway,2,0.0,42,32.248518239939585,j,6,Tuesday,20,31.557033279910684,35.86085158691276
66,faceWord_exp,neg,4.02985566434138,image_stim_n.png,188,male,0.6892557069659233,41.98502327199094,Jonaterminator,160,3.52,42.33171334292274,0.6917075240053236,0.4991881991002542,problem,2,1.0,42,38.48177755100187,j,7,Tuesday,20,37.790070026996545,41.64245763595681
67,faceWord_exp,neu,0.3296196251321362,image_stim_n.png,81,male,0.6891635070787743,47.51910724700429,Jonaterminator,116,5.15,47.76498810399789,0.6942499550059438,0.1401563791726878,pan,2,0.0,42,45.69838657393121,b,8,Tuesday,20,45.00413661892526,47.07582459691912
68,faceWord_exp,neu,0.10630403813009667,image_stim_p.png,131,male,0.6898495310451835,53.017718116985634,Jonaterminator,149,5.86,53.29826265398879,0.6940172900212929,0.4133050078825961,whole,2,1.0,42,50.398272686987184,b,9,Tuesday,20,49.7042553969659,52.6084131229436
69,faceWord_exp,neu,-0.06058349899147484,image_stim_n.png,157,male,0.7052339380607009,59.584480179939426,Jonaterminator,172,5.48,59.831547577981844,0.6936760260723531,0.20742944493459914,business,2,1.0,42,56.48158342798706,j,10,Tuesday,20,55.78790740191471,59.12631363992114
70,faceWord_exp,pos,-1.7947555393350414,image_stim_p.png,169,male,0.7009172699181363,66.73493858193979,Jonaterminator,188,6.4,66.94808948191348,0.6919856329914182,0.30660324823335977,piano,2,0.0,42,63.39825674390886,b,11,Tuesday,20,62.706271110917434,66.24717221199535
71,faceWord_exp,neu,0.4272037094573085,image_stim_n.png,9,male,0.6900965709937736,71.58481524395756,Jonaterminator,62,5.03,71.64914468897041,0.6936217120382935,0.15191288080525764,scissors,2,0.0,42,70.78135487798136,j,12,Tuesday,20,70.08773316594306,70.95904811797664
72,faceWord_exp,pos,-1.7608811602119443,image_stim_p.png,165,male,0.6887164440704511,76.6681389749283,Jonaterminator,80,7.5,76.84793789498508,0.6938780740601942,0.0792727772206922,summer,2,1.0,42,73.3813135829987,b,13,Tuesday,20,72.6874355089385,76.15922145091461
73,faceWord_exp,neu,-0.09980687036967174,image_stim_p.png,118,male,0.6890109170926735,81.38463555590715,Jonaterminator,146,5.55,81.564525261987,0.6937662430573255,2.3624381013736984,eggplant,2,1.0,42,78.88126171799377,b,14,Tuesday,20,78.18749547493644,80.87551434489433
74,faceWord_exp,neg,2.166481281776448,image_stim_n.png,163,male,0.7048755119321868,88.03455853089692,Jonaterminator,154,4.35,88.14777035289444,0.6944691650569439,0.14154884670087636,plea,2,0.0,42,84.69779796199873,j,15,Tuesday,20,84.0033287969418,87.44289484096225
75,faceWord_exp,pos,-1.2502658664257256,image_stim_p.png,100,male,0.688724740059115,93.58432569599243,Jonaterminator,201,6.36,93.79775217198768,0.6948245149105787,0.12234668706013069,day,2,1.0,42,91.41452400991692,b,16,Tuesday,20,90.71969949500635,93.10902743192855
76,faceWord_exp,neu,-0.34443889393116306,image_stim_p.png,210,male,0.7052119988948107,101.86785995389799,Jonaterminator,144,5.43,102.08100821590051,0.6937869100365788,0.8917922821960904,asparagus,2,0.0,42,97.8478064519586,b,17,Tuesday,20,97.15401954192205,101.37579621700571
77,faceWord_exp,neg,1.0482300490198866,image_stim_n.png,69,male,0.6981123480945826,106.86761737789492,Jonaterminator,217,4.75,107.06417162099387,0.6911422179546207,1.6260530434184102,ricochet,2,1.0,42,105.18087597994601,j,18,Tuesday,20,104.48973376199137,106.36605927289928
78,faceWord_exp,neu,0.3228926581020319,image_stim_p.png,135,male,0.7053033129777759,114.05014402000235,Jonaterminator,209,5.07,114.36407510295976,0.6936071999371052,0.0004565229313423035,street,2,1.0,42,111.38077948894352,b,19,Tuesday,20,110.6871722890064,113.65877178998197
79,faceWord_exp,neg,4.537930167489568,image_stim_n.png,131,male,0.7050306550227106,121.25074437796137,Jonaterminator,178,2.35,121.46407412993722,0.6936413469957188,1.7620486058370006,terrorist,2,1.0,42,118.54735333495772,j,20,Tuesday,20,117.853711987962,120.75904347491449
80,faceWord_exp,neg,-0.14866519221167074,image_stim_n.png,144,male,0.7055277680046856,127.90066172694787,Jonaterminator,170,4.43,128.26486972393468,0.6948209349066019,0.26337947759204594,van,2,0.0,42,125.13060907891486,j,21,Tuesday,20,124.43578814400827,127.55934195593001
81,faceWord_exp,neu,-0.5451009915059291,image_stim_n.png,173,male,0.7047737579559907,135.18396481999662,Jonaterminator,174,5.8,135.4138011529576,0.6951474300585687,0.5790874349128596,toaster,2,1.0,42,131.79842485499105,j,22,Tuesday,20,131.10327742493246,134.7090273950016
82,faceWord_exp,neg,1.472290472628449,image_stim_n.png,208,male,0.6893445269670337,142.96708957292142,Jonaterminator,104,4.1,143.19706696190406,0.6927831909852102,0.12091291246248712,clang,2,0.0,42,139.01373648189474,j,23,Tuesday,20,138.32095329090953,142.50772243493705
