session,pause_trigger_t,onset_word,onset_img,word,delay_frames_after,condition,word_trigger,word_score_warriner,key_t,img_trigger,offset_img,scan day,ID,word_score_pc,img,age,delay_frames_before,duration_measured_img,correct_resp,no,offset_word,word_label,duration_measured_word,duration_frames,response,pause_trigger,rt,gender
5,414.37290504399425,412.6740529269955,416.40158242199686,arm,336,faceWord_exp,13,5.44,417.0593364929955,21,417.10708483099734,Wednesday,jules,-0.2527650722021685,image_stim_p.png,20,180,0.7055024090004736,0,42,413.3716273030004,neu,0.6975743760049227,42,k,41,0.6577540709986351,female
5,424.4110748029998,422.71314372199413,426.4400692909985,number,336,faceWord_exp,13,5.59,426.83087910299946,21,427.14507534699806,Wednesday,jules,0.2374341841762725,image_stim_p.png,20,180,0.7050060559995472,0,43,423.41001437499654,neu,0.6968706530024065,42,k,41,0.39080981200095266,female
5,434.44918177199725,432.75143857199873,436.4785144089983,tulip,336,faceWord_exp,11,7.25,437.00276755199593,21,437.1832494909977,Wednesday,jules,-2.547338598571031,image_stim_p.png,20,180,0.7047350819993881,0,44,433.4480862939963,pos,0.6966477219975786,42,k,31,0.5242531429976225,female
5,444.4871408990002,442.7890201810005,446.52083453099476,bus,336,faceWord_exp,13,5.12,446.97448820699356,21,447.2209910889942,Wednesday,jules,0.5156614996478043,image_stim_p.png,20,180,0.7001565579994349,0,45,443.48626616899855,neu,0.6972459879980306,42,k,41,0.4536536759987939,female
5,454.52537243199913,452.8275062249959,456.55447133999405,water,336,faceWord_exp,11,7.0,457.2620804439939,21,457.2596262119987,Wednesday,jules,-1.2320142343270626,image_stim_p.png,20,180,0.7051548720046412,0,46,453.52429425199807,pos,0.6967880270021851,42,k,31,0.7076091039998573,female
5,464.5634693039974,462.8680658039957,466.5958274289951,screech,336,faceWord_exp,12,3.5,467.1330194129987,22,467.29753429899574,Wednesday,jules,2.424733943851676,image_stim_n.png,20,180,0.7017068700006348,0,47,463.5624273909998,neg,0.6943615870040958,42,l,32,0.5371919840035844,female
5,474.6015645000007,472.9037283709986,476.63077825399523,cherry,336,faceWord_exp,11,7.05,477.187996613,21,477.3356047079942,Wednesday,jules,-1.7441234463665167,image_stim_p.png,20,180,0.7048264539989759,0,48,473.6005672559986,pos,0.6968388850000338,42,k,31,0.5572183590047644,female
5,484.6396296969979,482.9418729209938,486.6684433899936,mandolin,336,faceWord_exp,13,5.7,487.10927462899417,21,487.3736850219939,Wednesday,jules,-1.4097678477610591,image_stim_p.png,20,180,0.7052416320002521,0,49,483.6387761089936,neu,0.6969031879998511,42,k,41,0.4408312390005449,female
5,494.67785265400016,492.9799065529951,496.7069586259968,editor,336,faceWord_exp,13,5.43,497.2138775169951,21,497.41139676599414,Wednesday,jules,0.14106522732466809,image_stim_p.png,20,180,0.7044381399973645,0,50,493.676621943996,neu,0.6967153910009074,42,k,41,0.5069188909983495,female
5,504.7156921669957,503.01764691599965,509.34620243300014,mushroom,180,faceWord_exp,13,5.61,509.83742358900054,21,510.05110438200063,Wednesday,jules,0.08756588783899029,image_stim_p.png,20,336,0.7049019490004866,0,51,503.7148310429984,neu,0.6971841269987635,42,k,41,0.4912211560003925,female
5,514.7540808699996,513.0556502260006,519.3841511459977,wit,180,faceWord_exp,11,7.25,519.9071637369998,21,520.0882993039995,Wednesday,jules,-1.2397352233188434,image_stim_p.png,20,336,0.7041481580017717,0,52,513.752872926998,pos,0.6972227009973722,42,k,31,0.5230125910020433,female
5,524.7919749129942,523.0941522559951,526.8212565739959,umbrella,336,faceWord_exp,13,5.84,527.4610726129977,21,527.5261831409953,Wednesday,jules,0.002541127499528235,image_stim_p.png,20,180,0.7049265669993474,0,53,523.7909901289968,neu,0.6968378730016411,42,k,41,0.6398160390017438,female
5,534.8300502679995,533.1318543339949,536.8591476239963,clue,336,faceWord_exp,13,5.38,537.4162838269986,22,537.5642925520006,Wednesday,jules,0.07992973296861662,image_stim_n.png,20,180,0.7051449280043016,0,54,533.8290863919974,neu,0.6972320580025553,42,l,42,0.557136203002301,female
5,544.8681280269957,543.1703544129996,546.8973928399937,stapler,336,faceWord_exp,13,5.25,547.453816272995,21,547.6022328369945,Wednesday,jules,0.19443075193465506,image_stim_p.png,20,180,0.7048399970008177,0,55,543.8673220719938,neu,0.6969676589942537,42,k,41,0.5564234330013278,female
5,554.9062894479939,553.210888843998,556.9384116559959,hairbrush,336,faceWord_exp,13,5.95,557.4919325019946,21,557.6399254169955,Wednesday,jules,-0.4963231956276321,image_stim_p.png,20,180,0.70151376099966,0,56,553.9052487679946,neu,0.6943599239966716,42,k,41,0.5535208459987189,female
5,564.944394221995,563.2465931589977,566.9737846129938,television,336,faceWord_exp,11,7.18,567.4983510079983,21,567.678435678994,Wednesday,jules,-1.295378487470534,image_stim_p.png,20,180,0.7046510660002241,0,57,563.9433498549988,pos,0.6967566960011027,42,k,31,0.5245663950045127,female
5,574.9824372839939,573.284717398994,579.6126730299948,ticket,180,faceWord_exp,13,5.28,580.1042498249953,21,580.3178010159972,Wednesday,jules,-0.7502239645266248,image_stim_p.png,20,336,0.7051279860024806,0,58,573.9814601839971,neu,0.6967427850031527,42,k,41,0.49157679500058293,female
5,585.0205093379991,583.3227322569946,589.6510206009989,hierarchy,180,faceWord_exp,12,4.95,590.257075567999,22,590.355608576996,Wednesday,jules,1.0236166268558873,image_stim_n.png,20,336,0.7045879759971285,0,59,584.0195294629957,neg,0.6967972060010652,42,l,32,0.606054967000091,female
5,595.0586392289988,593.3607431359997,597.0871948309941,dread,336,faceWord_exp,12,3.0,597.6117771289937,22,597.7927554839989,Wednesday,jules,4.006417686109669,image_stim_n.png,20,180,0.7055606530047953,1,60,594.0576301319961,neg,0.696886995996465,42,k,32,0.5245822979995864,female
