,condition,word_label,word_score_pc,img,delay_frames_before,gender,duration_measured_img,key_t,ID,delay_frames_after,word_score_warriner,offset_img,duration_measured_word,rt,word,session,correct_resp,duration_frames,offset_word,response,no,scan day,age,onset_word,onset_img
300,faceWord_exp,neu,0.597486551423763,image_stim_p.png,94,male,0.7115801150212064,3.7504510950529952,Jonaterminator,104,5.9,4.1135690030641845,0.6992054439615458,0.6002938266622151,medicine,6,1.0,42,1.7136381870368496,b,1,Tuesday,20,1.0144327430753035,3.4019888880429785
301,faceWord_exp,neg,3.587794463102913,image_stim_n.png,159,male,0.700209797010757,9.716824710019864,Jonaterminator,125,1.94,9.930180666036904,0.6925787249347195,0.006592895414817144,prison,6,1.0,42,6.5468884439906105,j,2,Tuesday,20,5.854309719055891,9.229970869026149
302,faceWord_exp,pos,-2.3709211732995845,image_stim_p.png,166,male,0.7045660420553759,16.000240684021264,Jonaterminator,105,6.37,16.21343357907608,0.6921664850087836,0.1757303194594331,parade,6,1.0,42,12.713488177047115,b,3,Tuesday,20,12.02132169203833,15.508867537020704
303,faceWord_exp,neu,-0.9209473384247756,image_stim_p.png,138,male,0.7048351239645854,21.366806509089656,Jonaterminator,151,5.42,21.69674206501805,0.6923206080682576,1.5621973779382673e-06,scooter,6,1.0,42,18.663471471052613,b,4,Tuesday,20,17.97115086298436,20.991906941053454
304,faceWord_exp,pos,-1.1812540207039297,image_stim_p.png,170,male,0.7050789298955351,28.28340510709677,Jonaterminator,180,6.32,28.480036003980786,0.6940135870827362,0.16036181657362739,elm,6,1.0,42,24.913345555076376,b,5,Tuesday,20,24.21933196799364,27.77495707408525
305,faceWord_exp,pos,-1.5755240884938977,image_stim_p.png,108,male,0.7023874000879005,34.46698525699321,Jonaterminator,189,6.81,34.71319163008593,0.6904939740197733,0.5691853355565558,cheese,6,1.0,42,32.17986614105757,b,6,Tuesday,20,31.489372167037804,34.01080422999803
306,faceWord_exp,pos,-1.8767830960428602,image_stim_p.png,147,male,0.7052633919520304,41.5329970420571,Jonaterminator,237,6.73,41.74635225604288,0.6941674440167844,0.7437414303047613,read,6,0.0,42,38.56312987708952,b,7,Tuesday,20,37.868962433072745,41.04108886409085
307,faceWord_exp,neg,3.17385380725332,image_stim_n.png,104,male,0.6894192260224372,48.75029289105442,Jonaterminator,253,3.08,48.846716430038214,0.6946466419612989,0.24125332562139382,sin,6,1.0,42,46.39639722101856,j,8,Tuesday,20,45.701750579057254,48.15729720401578
308,faceWord_exp,pos,-1.8284590275958617,image_stim_p.png,236,male,0.7047588030109182,58.166116706095636,Jonaterminator,90,6.72,58.42950995103457,0.6920438880333677,0.08979248698935009,river,6,1.0,42,53.762926000053994,j,9,Tuesday,20,53.070882112020634,57.72475114802364
309,faceWord_exp,neu,-0.15774590184623308,image_stim_n.png,107,male,0.6891467829700559,62.932841764995835,Jonaterminator,137,5.65,63.129436720046215,0.6926034860080108,1.2968321236853713,comb,6,1.0,42,60.62932035198901,j,10,Tuesday,20,59.936716865981,62.44028993707616
310,faceWord_exp,neu,0.6345811289687322,image_stim_p.png,172,male,0.6894849019590765,69.49871278798673,Jonaterminator,129,5.64,69.69594484404661,0.6940135970944539,0.1370544836529112,big,6,1.0,42,66.11306029208936,b,11,Tuesday,20,65.4190466949949,69.00645994208753
311,faceWord_exp,neu,-0.1985745460766808,image_stim_n.png,123,male,0.703657204983756,75.44980619708076,Jonaterminator,133,5.33,75.32928582804743,0.6886687749065459,0.015275037542995844,quantity,6,0.0,42,72.54598379798698,j,12,Tuesday,20,71.85731502308046,74.62562862306369
312,faceWord_exp,neu,0.4070035035588155,image_stim_n.png,187,male,0.7047956739552319,81.98261475400068,Jonaterminator,120,5.21,82.09609317604918,0.6895320800831541,0.780976971392557,church,6,1.0,42,78.24592306208797,j,13,Tuesday,20,77.55639098200481,81.39129750209395
313,faceWord_exp,pos,-2.035068499528653,image_stim_p.png,100,male,0.6885083100060001,86.84915251203346,Jonaterminator,161,6.67,87.17915468709543,0.6940367470961064,1.9921123575701547,dolphin,6,1.0,42,84.79585601808503,b,14,Tuesday,20,84.10181927098894,86.49064637708945
314,faceWord_exp,neu,-0.9476055713690849,image_stim_p.png,170,male,0.7056798810372129,93.9492532510776,Jonaterminator,212,5.81,94.12905395007692,0.6937810759991407,0.5963457957228251,satire,6,1.0,42,90.5624016179936,b,15,Tuesday,20,89.86862054199446,93.42337406903972
